id;id_2;nct_id;any paper (0=no paper, 1=article, 2=non-publication equivalent like abstract or poster);publication found (1=linked in registry, 2=google search - trial number, 3=google search - PI + intervention, 4=google, either via trial number or search terms);pmid;publication date (only fill in if no PMID available);comments from doublecheck;last_update_submitted_date;registration_date;summary_results_date;study_type;phase;enrollment;recruitment_status;title;start_date;completion_date;primary_completion_date;has_summary_results;allocation;masking;main_sponsor;is_multicentric;principal_investigator_1;principal_investigator_2;principal_investigator_3;study_chair_1;study_chair_2;study_director_1;study_director_2;unspecified_official;sub_investigator;registration_year;start_year;completion_year;primary_completion_year;affiliation;initial doublecheck (1=yes);main sample rater
1022;751;NCT02694731;1;1;28918456;16.09.2017;;05.05.2017;24.02.2016;NA;Interventional;Not Applicable;104;Completed;A Mindfulness Mobile Intervention Targeting Reductions in Food Cravings;2016-02-01T00:00:00Z;2016-11-30T00:00:00Z;2016-11-29T00:00:00Z;FALSE;NA;None (Open Label);OTHER;FALSE;University of California, San Francisco;NA;NA;NA;NA;NA;NA;NA;NA;2016;2016;2016;2016;UCSF;;Emmanuel
794;186;NCT01941927;1;1;28921907;02.11.2017;;31.01.2020;30.08.2013;28.02.2018;Interventional;Phase 2;20;Completed;Trametinib With GSK2141795 in BRAF Wild-type Melanoma;2013-09-10T00:00:00Z;2017-05-03T00:00:00Z;2014-10-14T00:00:00Z;TRUE;NA;None (Open Label);OTHER;TRUE;University of California, San Francisco;NA;NA;NA;NA;NA;NA;NA;NA;2013;2013;2017;2014;UCSF;;Samruddhi
764;77;NCT01624948;1;3;28923623;01.10.2017;;01.07.2016;15.06.2012;12.04.2016;Interventional;Phase 4;40;Completed;Safety and Efficacy Study of Everolimus to Treat BK Virus Infection in Kidney Transplant Recipients;2012-09-01T00:00:00Z;2015-11-01T00:00:00Z;2015-02-01T00:00:00Z;TRUE;Randomized;None (Open Label);OTHER;FALSE;University of California, San Francisco;NA;NA;NA;NA;NA;NA;NA;NA;2012;2012;2015;2015;UCSF;;Stefanie
761;70;NCT01535235;1;3;28936485;02.08.2017;;12.05.2016;09.02.2012;01.03.2016;Interventional;Phase 4;31;Completed;ACE Inhibitors to Decrease Lymphoid Fibrosis in Antiretroviral-Treated, HIV-infected Patients: A Pilot Study;2012-02-01T00:00:00Z;2014-12-01T00:00:00Z;2014-12-01T00:00:00Z;TRUE;Randomized;Quadruple;OTHER;FALSE;University of California, San Francisco;NA;NA;NA;NA;NA;NA;NA;NA;2012;2012;2014;2014;UCSF;;Nicole
766;84;NCT01281475;1;2;28944563;25.09.2017;;04.07.2020;20.01.2011;06.08.2016;Interventional;Phase 2/Phase 3;67;Completed;A Trial of Levodopa in Angelman Syndrome;2011-01-01T00:00:00Z;2015-07-01T00:00:00Z;2015-07-01T00:00:00Z;TRUE;Randomized;Quadruple;OTHER;TRUE;University of California, San Francisco;NA;NA;NA;NA;NA;NA;NA;NA;2011;2011;2015;2015;UCSF;;Stefanie
771;112;NCT01327651;1;1;28986029;03.10.2017;trial had 3 sites, this earliest publiation, but 2 other sties reported in: 29420695;08.08.2017;01.12.2010;05.01.2017;Interventional;Phase 2;622;Completed;The ADAPT Study: Use of Emtricitabine and Tenofovir Disoproxil Fumarate for Pre-Exposure Prophylaxis (PrEP);2011-08-01T00:00:00Z;2014-12-01T00:00:00Z;2014-12-01T00:00:00Z;TRUE;Randomized;None (Open Label);NETWORK;TRUE;NA;NA;NA;University of California, San Francisco;NA;NA;NA;NA;NA;2010;2011;2014;2014;UCSF;;Mario
801;203;NCT02040298;1;1;29029896;10.10.2017;;22.09.2021;10.01.2014;21.05.2018;Interventional;Phase 2;50;Completed;Assessment of Clemastine Fumarate as a Remyelinating Agent in Multiple Sclerosis;2014-01-01T00:00:00Z;2016-04-01T00:00:00Z;2015-09-01T00:00:00Z;TRUE;Randomized;Quadruple;OTHER;FALSE;University of California, San Francisco;NA;NA;NA;NA;NA;NA;NA;NA;2014;2014;2016;2015;UCSF;;Stefanie
920;653;NCT01728961;1;2;29065172;24.10.2017;;16.05.2014;12.09.2012;NA;Interventional;Phase 4;19;Terminated;Pharmacology of Antimalarial Therapy With or Without Antiretroviral Therapy;2012-02-01T00:00:00Z;2014-03-01T00:00:00Z;2014-03-01T00:00:00Z;FALSE;Non-Randomized;None (Open Label);NETWORK;TRUE;IMPAACT/UCSF;NA;NA;NA;NA;NA;NA;NA;NA;2012;2012;2014;2014;UCSF;;Nicole
470;162;NCT02819050;1;1;29072676;26.10.2017;;08.12.2021;24.05.2016;12.10.2017;Interventional;Not Applicable;80;Completed;Effective Approaches & Strategies to Ease Off Nasal CPAP In Preterm Infants;2014-01-01T00:00:00Z;2016-01-01T00:00:00Z;2016-01-01T00:00:00Z;TRUE;Randomized;None (Open Label);OTHER;TRUE;University of California, Los Angeles;NA;NA;NA;NA;NA;NA;NA;NA;2016;2014;2016;2016;UCLA;;Stefanie
791;175;NCT02605304;1;1;29091342;05.12.2017;;02.04.2018;12.11.2015;10.01.2018;Interventional;Phase 2;7;Terminated;12 Weeks of Ledipasvir (LDV)/Sofosbuvir (SOF) With Weight-based Ribavirin vs. 24 Weeks of LDV/SOF;2016-02-17T00:00:00Z;2017-03-20T00:00:00Z;2017-01-20T00:00:00Z;TRUE;Randomized;None (Open Label);NETWORK;TRUE;NA;NA;NA;University of California, San Francisco HIV/AIDS CRS;NA;NA;NA;NA;NA;2015;2016;2017;2017;UCSF;;Emmanuel
419;433;NCT02258425;1;1;29095374;01.11.2017;;16.06.2017;02.10.2014;NA;Interventional;Not Applicable;130;Completed;Homeless Female Offenders Returning to the Community;2015-01-01T00:00:00Z;2016-11-01T00:00:00Z;2016-11-01T00:00:00Z;FALSE;Randomized;None (Open Label);OTHER;FALSE;UCLA/UCI;UCLA/UCI;NA;NA;NA;NA;NA;NA;NA;2014;2015;2016;2016;UCI, UCLA;;Stefanie
934;666;NCT01835665;1;2;29124108;12.09.2017;;12.05.2016;27.03.2013;NA;Interventional;Phase 1;8;Completed;Dose Finding Study of Nimodipine for the Treatment of Progranulin Insufficiency From GRN Gene Mutations;2013-03-01T00:00:00Z;2016-05-01T00:00:00Z;2016-05-01T00:00:00Z;FALSE;NA;None (Open Label);OTHER;FALSE;University of California, San Francisco;NA;NA;NA;NA;NA;NA;NA;NA;2013;2013;2016;2016;UCSF;;Susanne
204;351;NCT01911039;1;3;29128554;08.11.2017;;20.09.2021;15.07.2013;NA;Interventional;Phase 1;14;Completed;Phase 1 Infused Donor T Regulatory Cells in Steroid Dependent/Refractory Chronic GVHD;2013-07-01T00:00:00Z;2018-07-31T00:00:00Z;2017-12-31T00:00:00Z;FALSE;NA;None (Open Label);OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2013;2013;2018;2017;Stanford;;Mario
532;463;NCT01409642;1;1;29173737;14.10.2017;;18.05.2021;12.10.2010;NA;Interventional;Not Applicable;62;Completed;Family Focused Treatment of Pediatric Obsessive Compulsive Disorder;2008-01-01T00:00:00Z;2016-12-01T00:00:00Z;2015-12-01T00:00:00Z;FALSE;Randomized;Single;OTHER;FALSE;University of California, Los Angeles;NA;NA;NA;NA;NA;NA;NA;NA;2010;2008;2016;2015;UCLA;;Susanne
632;113;NCT01116921;1;1;29174079;22.11.2017;;06.01.2017;03.05.2010;06.01.2017;Interventional;Not Applicable;103;Completed;Laryngeal Mask Airway (LMA) for Surfactant Administration in Neonates;2011-02-01T00:00:00Z;2015-04-01T00:00:00Z;2015-04-01T00:00:00Z;TRUE;Randomized;None (Open Label);OTHER;TRUE;University of California, San Diego;NA;NA;NA;NA;NA;NA;NA;NA;2010;2011;2015;2015;UCSD;;Samruddhi
1008;737;NCT02494024;1;3;29181488;29.11.2017;not sure. One more dosing group. All other parameters seem to match;25.07.2017;30.06.2015;NA;Interventional;Phase 1;32;Completed;Safety, Tolerability, and Pharmacokinetics of C2N-8E12 in Subjects With Progressive Supranuclear Palsy;2015-07-01T00:00:00Z;2016-08-01T00:00:00Z;2016-08-01T00:00:00Z;FALSE;Randomized;Quadruple;INDUSTRY;TRUE;UCSF Memory and Aging Center;NA;NA;NA;NA;NA;NA;NA;NA;2015;2015;2016;2016;UCSF;;Samruddhi
442;78;NCT00355056;1;1;29191325;05.12.2017;;14.07.2020;19.07.2006;02.05.2016;Interventional;Not Applicable;230;Completed;PREMIUM Migraine Trial;2006-01-01T00:00:00Z;2015-12-01T00:00:00Z;2015-02-01T00:00:00Z;TRUE;Randomized;Triple;INDUSTRY;TRUE;University of California, Los Angeles;NA;NA;NA;NA;NA;NA;NA;NA;2006;2006;2015;2015;UCLA;;Emmanuel
973;705;NCT02124252;1;1;29197067;03.01.2018;;09.04.2019;24.04.2014;NA;Interventional;Not Applicable;7200;Completed;Community-Driven Cervical Cancer Prevention in Western Kenya;2016-01-01T00:00:00Z;2019-03-01T00:00:00Z;2016-10-01T00:00:00Z;FALSE;Randomized;None (Open Label);OTHER;FALSE;University of California, San Francisco;NA;NA;NA;NA;NA;NA;NA;NA;2014;2016;2019;2016;UCSF;;Mario
327;377;NCT01766674;1;1;29202732;04.12.2017;;12.11.2019;09.01.2013;NA;Interventional;Not Applicable;112;Completed;Specialized Centers of Research (SCOR)on Sex Differences - Kyphosis Study;2013-02-01T00:00:00Z;2016-05-31T00:00:00Z;2016-05-31T00:00:00Z;FALSE;Randomized;Single;OTHER;FALSE;UC Davis;NA;NA;NA;NA;University of California, San Francisco;NA;NA;NA;2013;2013;2016;2016;UCD, UCSF;;Stefanie
736;591;NCT02501889;1;1;29202751;04.12.2017;;24.10.2017;09.07.2015;NA;Interventional;Not Applicable;100;Completed;The Lean Living Study;2015-08-01T00:00:00Z;2017-06-01T00:00:00Z;2017-06-01T00:00:00Z;FALSE;Randomized;None (Open Label);OTHER;FALSE;University of California, San Diego;NA;NA;NA;NA;NA;NA;NA;NA;2015;2015;2017;2017;UCSD;;Nicole
268;67;NCT01828593;1;2;29210625;01.11.2017;;25.05.2017;08.04.2013;09.02.2016;Interventional;Not Applicable;103;Completed;Impact of SBI, a Medical Food, on Nutritional Status in Patients With HIV-associated Enteropathy;2013-04-01T00:00:00Z;2014-09-01T00:00:00Z;2014-01-01T00:00:00Z;TRUE;Randomized;Quadruple;INDUSTRY;TRUE;University of California, Davis;NA;NA;NA;NA;NA;NA;NA;NA;2013;2013;2014;2014;UCD;;Mario
477;172;NCT01383161;1;3;29246725;27.10.2017;;28.02.2020;22.06.2011;04.01.2018;Interventional;Phase 2;46;Completed;18-Month Study of Memory Effects of Curcumin;2012-03-01T00:00:00Z;2017-04-01T00:00:00Z;2017-04-01T00:00:00Z;TRUE;Randomized;Quadruple;OTHER;FALSE;UCLA Longevity Center;NA;NA;NA;NA;NA;NA;NA;NA;2011;2012;2017;2017;UCLA;;Samruddhi
661;271;NCT01062568;1;3;29264508;12.04.2017;;08.08.2019;03.02.2010;10.06.2019;Interventional;Phase 3;50;Completed;The Adrenal Contribution to Androgen Production in Girls During Puberty;2010-02-01T00:00:00Z;2014-07-01T00:00:00Z;2014-07-01T00:00:00Z;TRUE;Non-Randomized;None (Open Label);OTHER;FALSE;UCSD;NA;NA;NA;NA;NA;NA;NA;NA;2010;2010;2014;2014;UCSD;;Stefanie
490;242;NCT02026011;1;1;29265379;01.02.2018;;27.06.2019;30.12.2013;08.01.2019;Interventional;Phase 2;87;Completed;Naltrexone for Individuals of East Asian Descent;2013-12-01T00:00:00Z;2016-09-01T00:00:00Z;2016-09-01T00:00:00Z;TRUE;Randomized;Triple;OTHER;FALSE;University of California, Los Angeles;NA;NA;NA;NA;NA;NA;NA;NA;2013;2013;2016;2016;UCLA;;Susanne
804;219;NCT02282293;1;1;29272443;05.03.2018;;11.02.2019;30.10.2014;19.09.2018;Interventional;Phase 3;200;Completed;Reducing the Burden of Malaria in HIV-Infected Pregnant Women and Their HIV-Exposed Children (PROMOTE-BC2);2014-12-09T00:00:00Z;2016-05-26T00:00:00Z;2016-05-26T00:00:00Z;TRUE;Randomized;Quadruple;OTHER;FALSE;University of California, San Francisco;NA;NA;NA;NA;NA;NA;NA;NA;2014;2014;2016;2016;UCSF;;Nicole
272;89;NCT01576055;1;3;29285955;29.12.2017;no NCT-ID;08.09.2017;29.03.2012;24.08.2016;Interventional;Not Applicable;267;Completed;Evaluation of the GORE TIGRIS Vascular Stent;2012-04-01T00:00:00Z;2017-08-01T00:00:00Z;2015-08-01T00:00:00Z;TRUE;Randomized;None (Open Label);INDUSTRY;TRUE;UC Davis;NA;NA;NA;NA;NA;NA;NA;NA;2012;2012;2017;2015;UCD;;Susanne
;808;NCT02424097;1;3;29299732;04.01.2018;;08.04.2020;15.04.2015;29.10.2018;Interventional;Phase 4;40;Completed;MI Varnish and MI Paste Plus in a Caries Prevention and Remineralization Study;2013-05-01T00:00:00Z;2016-10-01T00:00:00Z;2016-10-01T00:00:00Z;TRUE;Randomized;Single;OTHER;FALSE;University of California, San Francisco;NA;NA;NA;NA;NA;NA;NA;NA;2015;2013;2016;2016;UCSF;1;
1012;741;NCT02535767;1;1;29342267;28.03.2018;;02.02.2017;07.08.2015;NA;Interventional;Phase 1/Phase 2;28;Completed;Determining a Tolerable Dose of Primaquine in G6PD-deficient Persons Without Malaria in Mali;2015-08-01T00:00:00Z;2016-01-01T00:00:00Z;2016-01-01T00:00:00Z;FALSE;Non-Randomized;None (Open Label);OTHER;FALSE;University of California, San Francisco;NA;NA;NA;NA;NA;NA;NA;NA;2015;2015;2016;2016;UCSF;;Samruddhi
970;702;NCT02106702;1;3;29345992;18.01.2018;;15.06.2015;01.04.2014;NA;Interventional;Not Applicable;271;Completed;The Navigator Project;2010-02-01T00:00:00Z;2014-06-01T00:00:00Z;2014-06-01T00:00:00Z;FALSE;Randomized;Double;OTHER;FALSE;University of California, San Francisco;NA;NA;NA;NA;NA;NA;NA;NA;2014;2010;2014;2014;UCSF;;Samruddhi
879;614;NCT01176396;1;1;29355409;01.02.2018;;08.04.2020;04.08.2010;NA;Interventional;Not Applicable;460;Completed;CAMBRA - PBRN Caries Management By Risk Assessment In A Practice-Based Research Network;2012-04-01T00:00:00Z;2017-05-01T00:00:00Z;2017-01-01T00:00:00Z;FALSE;Randomized;Double;OTHER;FALSE;University of California, San Francisco, School of Dentistry;NA;NA;NA;NA;NA;NA;NA;NA;2010;2012;2017;2017;UCSF;;Samruddhi
324;374;NCT01704105;1;1;29396219;29.01.2018;Many analyses on this dataset, it was difficult to select - comment SW would choose the same;10.07.2018;05.10.2012;NA;Interventional;Not Applicable;8246;Completed;WASH Benefits Kenya;2012-11-01T00:00:00Z;2016-07-01T00:00:00Z;2016-07-01T00:00:00Z;FALSE;Randomized;Single;OTHER;FALSE;University of California, Davis;NA;NA;NA;NA;NA;NA;NA;NA;2012;2012;2016;2016;UCD;;Nicole
1027;755;NCT02831023;1;1;29422384;06.02.2018;;09.01.2017;06.07.2016;NA;Interventional;Phase 2;80;Completed;Phase 2 Efficacy Study of Primaquine and Methylene Blue;2016-07-01T00:00:00Z;2017-01-01T00:00:00Z;2017-01-01T00:00:00Z;FALSE;Randomized;Single;OTHER;FALSE;University of California, San Francisco;NA;NA;NA;NA;NA;NA;NA;NA;2016;2016;2017;2017;UCSF;;Stefanie
657;266;NCT02662244;1;3;29436720;13.02.2018;;03.09.2019;25.01.2015;07.05.2019;Interventional;Not Applicable;33;Completed;Long-pulsed 1064 nm Nd:YAG Laser Treatment of Basal Cell Carcinoma;2015-09-01T00:00:00Z;2016-09-01T00:00:00Z;2016-09-01T00:00:00Z;TRUE;NA;None (Open Label);OTHER;FALSE;UCSD;NA;NA;NA;NA;NA;NA;NA;NA;2015;2015;2016;2016;UCSD;;Stefanie
1026;754;NCT02812914;1;1;29444650;14.02.2018;;25.10.2017;03.06.2016;NA;Interventional;Not Applicable;50;Completed;NACER II: Reducing Prenatal Exposures to Household Air Pollution in Rural Guatemala Through a Gas Stove/Behavior Intervention to Improve Neonatal Health;2016-04-01T00:00:00Z;2017-06-19T00:00:00Z;2017-06-19T00:00:00Z;FALSE;Non-Randomized;None (Open Label);OTHER;FALSE;University of California, San Francisco;NA;NA;NA;NA;NA;NA;NA;NA;2016;2016;2017;2017;UCSF;;Emmanuel
893;628;NCT01444183;1;1;29444968;14.02.2018;;17.04.2018;15.09.2011;NA;Interventional;Not Applicable;95;Completed;Stress Management Intervention for Living With Epilepsy (SMILE);2012-01-01T00:00:00Z;2015-01-01T00:00:00Z;2015-01-01T00:00:00Z;FALSE;Randomized;Triple;OTHER;TRUE;University of California, San Francisco;NA;NA;NA;NA;NA;NA;NA;NA;2011;2012;2015;2015;UCSF;;Samruddhi
792;183;NCT02623855;1;1;29447248;15.02.2018;;20.11.2020;24.11.2015;15.02.2018;Interventional;Not Applicable;156;Completed;Stay Healthy In Nature Everyday: Family Nature Outings in a Low Income Population;2015-07-01T00:00:00Z;2017-01-01T00:00:00Z;2016-09-01T00:00:00Z;TRUE;Randomized;None (Open Label);OTHER;FALSE;UCSF Benioff Children's Hospital Oakland;NA;NA;NA;NA;NA;NA;NA;NA;2015;2015;2017;2016;UCSF;;Mario
945;677;NCT01917994;1;1;29474546;16.08.2018;;06.02.2017;01.08.2013;NA;Interventional;Not Applicable;230;Completed;Text Messaging Intervention to Improve Retention in Care and Virologic Suppression in an Urban HIV-Infected Population;2013-08-01T00:00:00Z;2016-12-01T00:00:00Z;2016-12-01T00:00:00Z;FALSE;Randomized;None (Open Label);OTHER;FALSE;University of California, San Francisco;NA;NA;NA;NA;NA;NA;NA;NA;2013;2013;2016;2016;UCSF;;Susanne
692;549;NCT00895258;1;1;29480043;25.02.2018;;18.06.2014;07.05.2009;NA;Interventional;Phase 2;163;Completed;Cognitive Training to Improve Work Outcomes in Severe Mental Illness;2008-04-01T00:00:00Z;2014-03-01T00:00:00Z;2014-03-01T00:00:00Z;FALSE;Randomized;Single;OTHER;FALSE;University of California, San Diego;NA;NA;NA;NA;NA;NA;NA;NA;2009;2008;2014;2014;UCSD;;Stefanie
733;588;NCT02433691;1;1;29480182;27.02.2018;;30.04.2018;13.04.2015;NA;Interventional;Not Applicable;60;Completed;Memory and Exercise Training Study in Older Adults With Subjective Memory Complaints;2015-01-01T00:00:00Z;2017-06-01T00:00:00Z;2017-06-01T00:00:00Z;FALSE;Randomized;Single;OTHER;FALSE;UCSD;NA;NA;NA;NA;NA;NA;NA;NA;2015;2015;2017;2017;UCSD;;Emmanuel
375;423;NCT03303456;1;3;29487044;27.02.2018;;02.10.2017;24.07.2017;NA;Interventional;Not Applicable;79;Completed;Using Mobile Technology to Enhance Early Psychosis Treatment Delivery;2014-12-14T00:00:00Z;2015-11-01T00:00:00Z;2015-11-01T00:00:00Z;FALSE;Non-Randomized;None (Open Label);OTHER;FALSE;UC Davis Dept of Psychiatry;NA;NA;NA;NA;NA;NA;NA;NA;2017;2014;2015;2015;UCD;;Mario
797;193;NCT02215161;1;1;29487219;27.02.2018;;29.05.2018;30.07.2014;26.04.2018;Interventional;Phase 2;14;Terminated;Selinexor in Treating Patients With Abiraterone Acetate and/or Enzalutamide Refractory Metastatic Castration-Resistant Prostate Cancer;2014-09-02T00:00:00Z;2018-04-02T00:00:00Z;2017-02-15T00:00:00Z;TRUE;NA;None (Open Label);OTHER;FALSE;University of California, San Francisco;NA;NA;NA;NA;NA;NA;NA;NA;2014;2014;2018;2017;UCSF;;Samruddhi
1019;748;NCT02593253;1;1;29507124;05.03.2018;;05.05.2017;23.10.2015;NA;Interventional;Not Applicable;200;Completed;The Effect of a Novel Audit and Feedback Bundle on Inpatient Performance;2016-02-01T00:00:00Z;2017-05-01T00:00:00Z;2016-12-01T00:00:00Z;FALSE;Randomized;Single;OTHER;FALSE;University of California, San Francisco;NA;NA;NA;NA;NA;NA;NA;NA;2015;2016;2017;2016;UCSF;;Emmanuel
286;131;NCT01811355;1;3;29510461;06.03.2018;;28.07.2017;06.03.2013;03.04.2017;Interventional;Phase 4;23;Completed;Mexiletine for the Treatment of Muscle Cramps in ALS;2013-05-01T00:00:00Z;2016-05-01T00:00:00Z;2016-03-01T00:00:00Z;TRUE;Randomized;Quadruple;OTHER;TRUE;UC Davis;NA;NA;NA;NA;NA;NA;NA;NA;2013;2013;2016;2016;UCD;;Samruddhi
310;361;NCT01008566;1;3;29520435;08.03.2018;;11.05.2016;05.11.2009;NA;Interventional;Phase 1;21;Completed;Cixutumumab and Sorafenib Tosylate in Treating Patients With Advanced Liver Cancer;2009-08-01T00:00:00Z;NA;2016-05-01T00:00:00Z;FALSE;NA;None (Open Label);NIH;TRUE;University of California, Davis;NA;NA;NA;NA;NA;NA;NA;NA;2009;2009;NA;2016;UCD;;Emmanuel
531;462;NCT01406626;1;1;29532059;01.04.2018;;16.11.2020;28.07.2011;NA;Interventional;Not Applicable;356;Completed;Effectiveness of Peer Navigation to Link Released HIV+ Jail Inmates to HIV Care;2012-12-01T00:00:00Z;2016-10-01T00:00:00Z;2016-10-01T00:00:00Z;FALSE;Randomized;Quadruple;OTHER;FALSE;University of California, Los Angeles;NA;NA;NA;NA;NA;NA;NA;NA;2011;2012;2016;2016;UCLA;;Stefanie
363;411;NCT02642666;1;3;29538185;01.04.2018;;24.05.2017;23.12.2015;NA;Interventional;Not Applicable;23;Completed;The Effects of Yoga on Attention, Impulsivity and Hyperactivity in Pre-school Age Children;2015-12-01T00:00:00Z;2016-08-01T00:00:00Z;2016-03-01T00:00:00Z;FALSE;Randomized;None (Open Label);OTHER;FALSE;University of California, Davis;NA;NA;NA;NA;NA;NA;NA;NA;2015;2015;2016;2016;UCD;;Mario
276;106;NCT00033631;1;1;29543933;14.06.2018;;02.07.2021;09.04.2002;16.12.2016;Interventional;Phase 3;1532;Active, not recruiting;Radiation Therapy in Treating Patients With Stage II Prostate Cancer;2002-03-01T00:00:00Z;NA;2014-04-01T00:00:00Z;TRUE;Randomized;None (Open Label);NETWORK;TRUE;NA;NA;NA;UC Davis;NA;NA;NA;NA;NA;2002;2002;NA;2014;UCD;;Mario
990;719;NCT02313181;1;1;29550235;14.03.2018;;01.05.2018;05.12.2014;NA;Interventional;Not Applicable;328;Completed;Early Limited Formula for Treating Lactation Concerns;2015-01-07T00:00:00Z;2017-10-01T00:00:00Z;2017-03-30T00:00:00Z;FALSE;Randomized;Single;OTHER;TRUE;University of California, San Francisco;NA;NA;NA;NA;NA;NA;NA;NA;2014;2015;2017;2017;UCSF;;Emmanuel
640;197;NCT02516202;1;1;29554173;01.05.2018;;13.06.2018;03.08.2015;07.05.2018;Interventional;Phase 3;302;Completed;The Vaginal Health Trial;2016-04-01T00:00:00Z;2017-07-01T00:00:00Z;2017-05-01T00:00:00Z;TRUE;Randomized;Quadruple;OTHER;TRUE;University of California, San Diego;NA;NA;NA;NA;NA;NA;NA;NA;2015;2016;2017;2017;UCSD;;Susanne
638;177;NCT00766116;1;3;29572158;02.03.2018;;31.01.2019;02.10.2008;29.01.2018;Interventional;Phase 1/Phase 2;50;Completed;Combination 5-azacitidine and Gemtuzumab Ozogamicin Therapy for Treatment of Relapsed Acute Myeloid Leukemia (AML);2005-07-01T00:00:00Z;2014-09-26T00:00:00Z;2014-09-26T00:00:00Z;TRUE;Non-Randomized;None (Open Label);OTHER;TRUE;UCSD;NA;NA;NA;NA;NA;NA;NA;NA;2008;2005;2014;2014;UCSD;;Samruddhi
691;548;NCT00860145;1;3;29600809;30.03.2018;reports trial identifier in full text but not found in Google via this ID. 31185129 is a health-economic publication;07.05.2018;11.03.2009;NA;Interventional;Not Applicable;61;Completed;Radiosurgery or Open Surgery for Epilepsy Trial;2009-09-01T00:00:00Z;2016-07-01T00:00:00Z;2016-06-01T00:00:00Z;FALSE;Randomized;Triple;OTHER;TRUE;University of California, San Diego;University of California, San Francisco;University of Southern California;University of California, San Francisco;NA;NA;NA;NA;NA;2009;2009;2016;2016;UCSD, UCSF, USC;;Emmanuel
634;133;NCT01155011;1;1;29609594;02.04.2018;;01.08.2017;30.06.2010;10.04.2017;Interventional;Not Applicable;307;Completed;Multilevel Intervention for Physical Activity in Retirement Communities;2011-01-01T00:00:00Z;2014-07-01T00:00:00Z;2014-07-01T00:00:00Z;TRUE;Randomized;Triple;OTHER;FALSE;University of California, San Diego;NA;NA;NA;NA;NA;NA;NA;NA;2010;2011;2014;2014;UCSD;;Susanne
481;202;NCT02488915;1;1;29643261;11.04.2018;;13.06.2018;30.06.2015;17.05.2018;Interventional;Not Applicable;228;Completed;Analysis of Revascularization in Ischemic Stroke With EmboTrap;2015-11-01T00:00:00Z;2017-09-01T00:00:00Z;2017-05-01T00:00:00Z;TRUE;NA;None (Open Label);INDUSTRY;TRUE;NA;NA;NA;NA;NA;UCLA, CA, USA.;NA;NA;NA;2015;2015;2017;2017;UCLA;;Mario
323;373;NCT01674231;1;1;29649425;09.04.2018;;25.05.2017;23.08.2012;NA;Interventional;Not Applicable;20;Completed;The Effects Grapes on Health Indices;2012-08-01T00:00:00Z;2015-04-01T00:00:00Z;2014-10-01T00:00:00Z;FALSE;Randomized;Double;OTHER;FALSE;University of California, Davis;NA;NA;NA;NA;NA;NA;NA;NA;2012;2012;2015;2014;UCD;;Nicole
562;491;NCT01906424;1;2;29649928;15.09.2018;1 group instead of 3;20.01.2017;16.07.2013;NA;Interventional;Not Applicable;7;Completed;Restoring Arm and Hand Function With Non-invasive Spinal Stimulation;2016-04-01T00:00:00Z;2016-12-31T00:00:00Z;2016-12-31T00:00:00Z;FALSE;Randomized;Single;INDUSTRY;TRUE;NA;NA;NA;University of California, Los Angeles;NA;NA;NA;NA;NA;2013;2016;2016;2016;UCLA;;Susanne
